"Z","U","X"
"933",20,0.242662443495977,0
"934",19,0.250574089849992,0
"935",22,0.23676118370394,1
"936",18,0.237303959439123,0
"937",24,0.196299469486325,0
"938",21,0.246469317201868,1
"939",18,0.284018385952974,1
"940",24,0.252364617806537,1
"941",15,0.327598658043179,1
"942",21,0.245587873849994,1
"943",19,0.281678115624483,1
"944",20,0.251021067220614,1
"945",20,0.258303699814516,1
"946",20,0.272734871108973,1
"947",22,0.214665148438375,0
"948",20,0.215135868842199,0
"949",20,0.260490148085763,1
"950",19,0.278107804679889,1
"951",20,0.240498271037425,0
"952",22,0.217513041513828,0
"953",21,0.235418627846351,0
"954",21,0.229868717809713,0
"955",20,0.300638437760724,1
"956",19,0.278326248271509,1
"957",18,0.254893269444615,0
"958",23,0.185074361973874,0
"959",23,0.215104036282419,1
"960",20,0.227688743080835,0
"961",20,0.25651829135591,1
"962",19,0.278573194673138,1
"963",22,0.251690231924819,1
"964",19,0.265459402895046,1
"965",21,0.256269872022108,1
"966",20,0.236354071589871,0
"967",17,0.269659921880279,0
"968",21,0.260632407688529,1
"969",17,0.277304087052665,0
"970",20,0.241818223062967,0
"971",22,0.22968736265734,1
"972",17,0.270480729406748,0
"973",20,0.256473847036079,1
"974",21,0.23745496171469,0
"975",24,0.205706153495568,1
"976",20,0.244052805152341,0
"977",21,0.236423651081248,0
"978",21,0.232617395488204,0
"979",19,0.260611863455988,0
"980",24,0.201249636662399,1
"981",19,0.259194411918005,0
"982",18,0.254648018508534,0
"983",21,0.264473651461596,1
"984",21,0.269312544051828,1
"985",22,0.22870892033587,1
"986",19,0.258206916846936,0
"987",18,0.284446649778621,1
"988",23,0.197180232831749,0
"989",19,0.254668431249553,0
"990",16,0.29456223283562,0
"991",25,0.200747877059978,1
"992",21,0.25167743932262,1
"993",20,0.225041974748724,0
"994",20,0.225436801595353,0
"995",19,0.307799014701055,1
"996",22,0.237551419362747,1
"997",17,0.25978855137796,0
"998",20,0.268348517165292,1
"999",21,0.220833138458998,0
"1000",21,0.226480939065289,0
"1001",21,0.20385953010416,0
"1002",18,0.257908257580957,0
"1003",21,0.220557842724648,0
"1004",21,0.230912540264508,0
"1005",21,0.22087699637598,0
"1006",25,0.193476773602039,1
"1007",15,0.296998135554648,0
"1008",20,0.262903053461853,1
"1009",22,0.229473438607049,1
"1010",20,0.288678669092881,1
"1011",21,0.223165974651881,0
"1012",24,0.229190714736483,1
"1013",20,0.23362703074444,0
"1014",22,0.229289729863404,1
"1015",21,0.257038609248465,1
"1016",22,0.217174461765574,0
"1017",20,0.261701981425074,1
"1018",20,0.267827006928623,1
"1019",18,0.275892856055426,1
"1020",20,0.284655910979262,1
"1021",19,0.249800566686993,0
"1022",20,0.254060860454885,1
"1023",18,0.273718502332028,0
"1024",22,0.24611815378475,1
"1025",24,0.245046288424267,1
"1026",18,0.272838969393114,0
"1027",23,0.196243976488756,0
"1028",22,0.2451502921896,1
"1029",21,0.215276736665429,0
"1030",23,0.196534696029858,0
"1031",19,0.256195700266667,0
"1032",17,0.240122639109784,0
"1033",23,0.197922431363523,0
"1034",19,0.265165999056133,1
"1035",17,0.333096093238742,1
"1036",16,0.303136126160404,1
"1037",17,0.263352052336187,0
"1038",20,0.223766858563855,0
"1039",19,0.253367319751867,0
"1040",20,0.267260515860425,1
"1041",21,0.260501197779851,1
"1042",23,0.230797337157523,1
"1043",19,0.257827756658659,0
"1044",19,0.277939479303873,1
"1045",20,0.232634356418367,0
"1046",21,0.218422843428601,0
"1047",18,0.289297361307233,1
"1048",23,0.241788314194646,1
"1049",20,0.244490917966396,0
"1050",21,0.232852216823063,0
"1051",19,0.263884465871998,1
"1052",16,0.310331994167373,1
"1053",19,0.265502179452497,1
"1054",22,0.244796765984688,1
"1055",21,0.249148468148004,1
"1056",18,0.303833193685826,1
"1057",23,0.174683780994102,0
"1058",19,0.235276089053299,0
"1059",23,0.19760783658234,0
"1060",24,0.253792221275549,1
"1061",20,0.245466969753407,0
"1062",22,0.195936288527226,0
"1063",20,0.245138292468546,0
"1064",26,0.167312659091985,0
"1065",20,0.21453414609938,0
"1066",23,0.163475882724494,0
"1067",17,0.288207456338993,1
"1068",20,0.292581366514744,1
"1069",20,0.267275212530453,1
"1070",19,0.275291846323221,1
"1071",17,0.286275971998659,0
"1072",17,0.292756122750966,1
"1073",16,0.322490746670782,1
"1074",21,0.22396228701883,0
"1075",19,0.258039422485111,0
"1076",19,0.30327941186848,1
"1077",21,0.226068314852832,0
"1078",19,0.261774201373124,0
"1079",20,0.209917010840024,0
"1080",19,0.24411508267646,0
"1081",20,0.281798336299045,1
"1082",20,0.249681199990363,0
"1083",20,0.247656344757716,0
"1084",19,0.268861254172498,1
"1085",19,0.255606171551472,0
"1086",20,0.258278354220499,1
"1087",20,0.255149280807841,1
"1088",25,0.198886531938225,1
"1089",20,0.285318288560482,1
"1090",20,0.253435450050657,1
"1091",18,0.262473706158871,0
"1092",18,0.281823397585904,1
"1093",22,0.231110951634561,1
"1094",22,0.26228965757635,1
"1095",17,0.301709241739922,1
"1096",19,0.249560726194039,0
"1097",20,0.276289155067739,1
"1098",20,0.264379250156664,1
"1099",20,0.236394503511202,0
"1100",17,0.275144504760134,0
"1101",24,0.215020600205717,1
"1102",19,0.261184011474291,0
"1103",18,0.257743655961613,0
"1104",22,0.235031768607099,1
"1105",20,0.208051770560138,0
"1106",18,0.286006646964193,1
"1107",19,0.293354293347206,1
"1108",19,0.2179172419754,0
"1109",20,0.224620358811771,0
"1110",23,0.261574835468304,1
"1111",20,0.228160314411092,0
"1112",22,0.263235666636663,1
"1113",18,0.254321894824854,0
"1114",21,0.2222727106883,0
"1115",18,0.22598393763043,0
"1116",22,0.245846422274737,1
"1117",21,0.239482131586256,1
"1118",18,0.2543306005341,0
"1119",26,0.1939541449325,1
"1120",18,0.287047588196575,1
"1121",19,0.280205933178905,1
"1122",20,0.251985157502458,1
"1123",20,0.260928269087705,1
"1124",17,0.286035797575157,0
"1125",19,0.275194707018472,1
"1126",20,0.270273812489347,1
"1127",19,0.248353276627962,0
"1128",18,0.299061692889806,1
"1129",17,0.268648543568036,0
"1130",20,0.234781184839241,0
"1131",20,0.266411003792259,1
"1132",18,0.263948523024879,0
"1133",21,0.236906320952618,0
"1134",25,0.20059302605687,1
"1135",20,0.252917935912285,1
"1136",18,0.275042490606088,1
"1137",21,0.248821481322496,1
"1138",20,0.238738464262212,0
"1139",18,0.304990960013127,1
"1140",19,0.264484825355238,1
"1141",19,0.256443402187066,0
"1142",21,0.256069448252624,1
"1143",20,0.280977830172109,1
"1144",23,0.214498462540989,1
"1145",15,0.321607547994845,1
"1146",19,0.250500027882266,0
"1147",19,0.273017911400257,1
"1148",18,0.277784307701,1
"1149",18,0.301787693718371,1
"1150",20,0.245079020340573,0
"1151",18,0.292548040223516,1
"1152",18,0.241431837320847,0
"1153",19,0.238783014067335,0
"1154",23,0.253430450388988,1
"1155",21,0.269760375981628,1
"1156",22,0.237157885967752,1
"1157",20,0.220368587093676,0
"1158",19,0.245401786424499,0
"1159",22,0.225661099268592,1
"1160",20,0.232343529155716,0
"1161",23,0.193173924596739,0
"1162",15,0.288099569998061,0
"1163",20,0.244004602347588,0
"1164",24,0.170047035768474,0
"1165",18,0.26729001393847,0
"1166",18,0.256684394275936,0
"1167",18,0.265718838064754,0
"1168",20,0.252606587409008,1
"1169",19,0.274762332808603,1
"1170",20,0.261119014781944,1
"1171",19,0.284623216223406,1
"1172",21,0.26507173877549,1
"1173",21,0.246741423466452,1
"1174",17,0.255602743607831,0
"1175",23,0.205718269152223,0
"1176",21,0.214190466301269,0
"1177",21,0.239216224176211,1
"1178",22,0.20105954646858,0
"1179",15,0.295562311361503,0
"1180",22,0.216999580340874,0
"1181",20,0.255726730227826,1
"1182",22,0.230166191544767,1
"1183",22,0.241764693001691,1
"1184",18,0.298343741089409,1
"1185",22,0.232164744373924,1
"1186",21,0.243561967413782,1
"1187",18,0.28496232512274,1
"1188",25,0.185487172005627,0
"1189",17,0.260068140627056,0
"1190",21,0.24988548647646,1
"1191",19,0.287435474248054,1
"1192",21,0.241006517533365,1
"1193",19,0.270335291368914,1
"1194",23,0.214670482985464,1
"1195",17,0.269576916442674,0
"1196",22,0.227561363605082,1
"1197",23,0.235807629084642,1
"1198",17,0.301873015917368,1
"1199",21,0.240619298905578,1
"1200",18,0.246107577087313,0
"1201",21,0.225927133169715,0
"1202",22,0.231654098931402,1
"1203",17,0.270018603049604,0
"1204",21,0.263854602720883,1
"1205",21,0.258937070974382,1
"1206",21,0.256498746192631,1
"1207",22,0.221772642675492,0
"1208",22,0.221892902516179,0
"1209",18,0.274792633940806,0
"1210",22,0.232414564875263,1
"1211",17,0.297363938807629,1
"1212",24,0.236989414406851,1
"1213",16,0.285095145805387,0
"1214",19,0.278174766406818,1
"1215",18,0.260961673852447,0
"1216",22,0.206170207879037,0
"1217",20,0.254715880480524,1
"1218",18,0.3102228861993,1
"1219",19,0.264092941555443,1
"1220",22,0.226602679055948,1
"1221",19,0.263143131068545,1
"1222",21,0.267660239204901,1
"1223",19,0.273954525811773,1
"1224",21,0.201607056005904,0
"1225",19,0.264536660786803,1
"1226",20,0.273060223293385,1
"1227",18,0.273747040434732,0
"1228",19,0.278315385007712,1
"1229",16,0.297732160965153,0
"1230",23,0.211734449141708,0
"1231",19,0.239051582561737,0
"1232",22,0.253405670421443,1
"1233",14,0.324522687042208,0
"1234",20,0.219858930417805,0
"1235",19,0.23524646599566,0
"1236",21,0.234189791685719,0
"1237",22,0.208998720462973,0
"1238",16,0.283744502776398,0
"1239",18,0.218169856413191,0
"1240",19,0.255865773733843,0
"1241",15,0.281687820196884,0
"1242",21,0.244631616368705,1
"1243",21,0.227220573763226,0
"1244",22,0.224124337067513,0
"1245",21,0.261690817749942,1
"1246",17,0.296559720513553,1
"1247",22,0.205120879352446,0
"1248",18,0.270862689334849,0
"1249",20,0.243009455005673,0
"1250",24,0.19837377861752,0
"1251",20,0.284399168861402,1
"1252",19,0.27170501815517,1
"1253",23,0.224637036589351,1
"1254",26,0.223730797016749,1
"1255",20,0.27735900588932,1
"1256",19,0.269842139470963,1
"1257",19,0.253726355877428,0
"1258",20,0.260857420802759,1
"1259",17,0.27845628971434,0
"1260",18,0.305572915523317,1
"1261",22,0.257126209773873,1
"1262",22,0.267227863238293,1
"1263",22,0.238435123292317,1
"1264",17,0.277796448261509,0
"1265",20,0.22580805715996,0
"1266",20,0.248348968169165,0
"1267",16,0.283455304143176,0
"1268",18,0.25028975292345,0
"1269",18,0.26187220441812,0
"1270",18,0.279312693829215,1
"1271",21,0.245992990652839,1
"1272",24,0.196839947927495,0
"1273",18,0.271746333719385,0
"1274",19,0.288991130657555,1
"1275",19,0.26226679525089,0
"1276",19,0.289217019261925,1
"1277",18,0.278301172519856,1
"1278",23,0.179101571278218,0
"1279",20,0.246157729495362,0
"1280",22,0.220893069378883,0
"1281",19,0.270677978872969,1
"1282",20,0.262447481989247,1
"1283",22,0.220465184890339,0
"1284",20,0.235250538254443,0
"1285",17,0.284527842059823,0
"1286",20,0.255754324262987,1
"1287",16,0.269247820803348,0
"1288",18,0.268612782241491,0
"1289",21,0.245082690391568,1
"1290",19,0.267685207728677,1
"1291",20,0.25277596488967,1
"1292",21,0.218175766534889,0
"1293",23,0.219555118754958,1
"1294",18,0.266882057793067,0
"1295",21,0.222730944848312,0
"1296",20,0.221588477364905,0
"1297",19,0.256053143384115,0
"1298",20,0.282739647759738,1
"1299",21,0.269359890177552,1
"1300",15,0.291802609837776,0
"1301",18,0.326010071042331,1
"1302",19,0.242343581271635,0
"1303",17,0.318511195486174,1
"1304",19,0.234108013979146,0
"1305",20,0.261638033429717,1
"1306",19,0.269753024782955,1
"1307",18,0.287780322112811,1
"1308",21,0.252964438146934,1
"1309",19,0.278423419510273,1
"1310",15,0.280120680682748,0
"1311",20,0.262136663615543,1
"1312",21,0.21067822235697,0
"1313",18,0.281705309245423,1
"1314",20,0.264036262114352,1
"1315",21,0.240459553445441,1
"1316",20,0.247447183686595,0
"1317",19,0.233635906196203,0
"1318",16,0.282046406222505,0
"1319",22,0.227671484162882,1
"1320",20,0.240266410773184,0
"1321",17,0.256303439438817,0
"1322",17,0.260518954235849,0
"1323",21,0.283019308761273,1
"1324",21,0.242027419746913,1
"1325",19,0.254626265595068,0
"1326",19,0.251614257673421,0
"1327",20,0.27559938619334,1
"1328",22,0.241199801765175,1
"1329",23,0.233063357316066,1
"1330",18,0.227262384224812,0
"1331",21,0.261609072614153,1
"1332",19,0.292663776156048,1
"1333",23,0.212526829854881,1
"1334",19,0.288561362465225,1
"1335",18,0.290636551830151,1
"1336",18,0.250843360214987,0
"1337",18,0.248503806069,0
"1338",23,0.1759004496812,0
"1339",23,0.194627048803768,0
"1340",20,0.241718867247257,0
"1341",20,0.208585135300821,0
"1342",21,0.249358900935109,1
"1343",21,0.243974350010883,1
"1344",18,0.28711721478788,1
"1345",22,0.218013178698586,0
"1346",21,0.255763379442807,1
"1347",22,0.246924144956748,1
"1348",19,0.271129787846219,1
"1349",19,0.287461448439615,1
"1350",21,0.252393594667199,1
"1351",19,0.248822635732554,0
"1352",20,0.243944468608477,0
"1353",21,0.255140420464529,1
"1354",24,0.211456777667115,1
"1355",20,0.260111075733609,1
"1356",17,0.29309610494864,1
"1357",22,0.216045429847564,0
"1358",25,0.213291858179541,1
"1359",20,0.27372086004073,1
"1360",21,0.247826196512407,1
"1361",21,0.241162802863959,1
"1362",20,0.226044871415046,0
"1363",22,0.231847549901798,1
"1364",22,0.209045747437179,0
"1365",18,0.278451878343517,1
"1366",19,0.235644266015172,0
"1367",23,0.199086270645257,0
"1368",20,0.263216513479071,1
"1369",21,0.248000807095496,1
"1370",18,0.267682132348269,0
"1371",23,0.193161038355857,0
"1372",19,0.278642134023766,1
"1373",20,0.241083412267043,0
"1374",22,0.222055720039856,0
"1375",21,0.251531344883504,1
"1376",17,0.282195720322943,0
"1377",21,0.243342408179959,1
"1378",21,0.197038565595707,0
"1379",17,0.266612252398387,0
"1380",19,0.243520239364855,0
"1381",19,0.225253939057218,0
"1382",21,0.226854744555724,0
"1383",20,0.245848829844078,0
"1384",18,0.270374361546069,0
"1385",21,0.256995914118019,1
"1386",20,0.236790259420383,0
"1387",18,0.241762626733397,0
"1388",21,0.247831348107253,1
"1389",20,0.247240905480962,0
"1390",23,0.222341557787168,1
"1391",25,0.207819351533283,1
"1392",21,0.227087255079261,0
"1393",18,0.278101901183753,1
"1394",20,0.243201242646844,0
"1395",20,0.263656508854816,1
"1396",18,0.274540867896461,0
"1397",19,0.262854519133896,1
"1398",21,0.248685010391215,1
"1399",22,0.199207014021313,0
"1400",20,0.270034692881117,1
"1401",21,0.220801642987037,0
"1402",20,0.248878739535932,0
"1403",21,0.221203368445405,0
"1404",23,0.17667954538529,0
"1405",23,0.204708427089998,0
"1406",17,0.313588854802555,1
"1407",15,0.277408163605644,0
"1408",24,0.206297861416394,1
"1409",18,0.262620745022291,0
"1410",21,0.255966826235652,1
"1411",22,0.190370644612593,0
"1412",22,0.218056088196281,0
"1413",18,0.322248572126541,1
"1414",21,0.22592883636348,0
"1415",20,0.248612109243013,0
"1416",24,0.172461543833306,0
"1417",22,0.231487016969842,1
"1418",21,0.203321119324696,0
"1419",23,0.242295879095229,1
"1420",20,0.25637981533747,1
"1421",17,0.310413750190735,1
"1422",19,0.247399409611595,0
"1423",16,0.26844356991808,0
"1424",20,0.268474544085713,1
"1425",22,0.237623010718518,1
"1426",21,0.227545812919556,0
"1427",21,0.261952036706669,1
"1428",19,0.250220377421075,0
"1429",21,0.246769411395892,1
"1430",19,0.26240366432399,0
"1431",18,0.272042479005184,0
"1432",20,0.252212457257988,1
"1433",22,0.239349442116232,1
"1434",18,0.261680433182982,0
"1435",19,0.268191607726339,1
"1436",22,0.244564529701151,1
"1437",18,0.293523889491932,1
"1438",22,0.226707480622296,1
"1439",21,0.235344999937275,0
"1440",19,0.261590413184707,0
"1441",19,0.259533890398087,0
"1442",18,0.258760323679645,0
"1443",18,0.250346512786022,0
"1444",17,0.294681044474818,1
"1445",20,0.219733015556132,0
"1446",21,0.234813114852621,0
"1447",15,0.310907382230039,0
"1448",19,0.24415087780798,0
"1449",20,0.249744174189413,0
"1450",21,0.270292255753304,1
"1451",20,0.267091149251756,1
"1452",19,0.284466760091947,1
"1453",20,0.26045438085923,1
"1454",21,0.225702133803035,0
"1455",22,0.255299116069943,1
"1456",19,0.257546401831583,0
"1457",21,0.239344527548078,1
"1458",19,0.257389145846137,0
"1459",18,0.259848533951609,0
"1460",19,0.247656501510084,0
"1461",18,0.250878152133684,0
"1462",20,0.260051031728949,1
"1463",17,0.323437536782151,1
"1464",20,0.231772637672758,0
"1465",19,0.210805746858061,0
"1466",17,0.299047105183734,1
"1467",16,0.282240460859324,0
"1468",20,0.219686345919822,0
"1469",22,0.229417907769844,1
"1470",20,0.260267467518323,1
"1471",21,0.252250017790992,1
"1472",20,0.238205965255622,0
"1473",21,0.247360099063176,1
"1474",21,0.245074564001108,1
"1475",17,0.2980141335406,1
"1476",17,0.281048981497471,0
"1477",22,0.209810480851674,0
"1478",22,0.211827388955924,0
"1479",22,0.237351159028458,1
"1480",18,0.268418675040818,0
"1481",22,0.229835035802119,1
"1482",23,0.211194946852452,0
"1483",22,0.231937110863517,1
"1484",23,0.225110117337253,1
"1485",19,0.262913240224724,1
"1486",19,0.275858711452133,1
"1487",21,0.229288135766838,0
"1488",20,0.235827569786884,0
"1489",22,0.242407358115682,1
"1490",18,0.303045164940082,1
"1491",20,0.253398096171212,1
"1492",17,0.302536560731867,1
"1493",19,0.249029054446736,0
"1494",21,0.246525478568715,1
"1495",19,0.274323097969902,1
"1496",21,0.23068318077588,0
"1497",22,0.205809392227168,0
"1498",18,0.294381054618086,1
"1499",16,0.299771603531395,0
"1500",22,0.268637725931526,1
"1501",20,0.249431480751313,0
"1502",20,0.271079414096795,1
"1503",17,0.302426172996649,1
"1504",21,0.195396348316493,0
"1505",20,0.242101247474999,0
"1506",15,0.261308448532634,0
"1507",21,0.251920133588625,1
"1508",20,0.278560136255493,1
"1509",20,0.249443858103736,0
"1510",23,0.208765809494526,0
"1511",19,0.245133493389503,0
"1512",21,0.249689500949424,1
"1513",22,0.258560423049208,1
"1514",22,0.244957218980913,1
"1515",19,0.263547954986637,1
"1516",24,0.192376861234349,0
"1517",17,0.264857667550499,0
"1518",21,0.244782979101238,1
"1519",24,0.163364194259093,0
"1520",20,0.244627964615317,0
"1521",22,0.241159399519531,1
"1522",18,0.270921271468327,0
"1523",15,0.295877434644584,0
"1524",19,0.251485287266118,0
"1525",22,0.244372311427775,1
"1526",19,0.254263127709041,0
"1527",21,0.233047458075591,0
"1528",19,0.236040695247846,0
"1529",17,0.293046870352957,1
"1530",18,0.269995405228933,0
"1531",19,0.287390859597467,1
"1532",21,0.255736637150682,1
"1533",19,0.258679777068035,0
"1534",22,0.210825750916001,0
"1535",21,0.231015178884299,0
"1536",21,0.24238506705626,1
"1537",20,0.246165932149801,0
"1538",21,0.256129640854765,1
"1539",22,0.223963416550198,0
"1540",22,0.21444924836477,0
"1541",19,0.265369183401998,1
"1542",18,0.269536063864424,0
"1543",18,0.27100978230725,0
"1544",23,0.235875969539852,1
"1545",20,0.267632302328648,1
"1546",22,0.243188061848659,1
"1547",23,0.219567018349082,1
"1548",21,0.234905995451653,0
"1549",22,0.254687980380006,1
"1550",19,0.239788594182378,0
"1551",23,0.220464006662655,1
"1552",15,0.320826678956333,1
"1553",21,0.233016388943112,0
"1554",15,0.320227267646059,1
"1555",22,0.206310594119751,0
"1556",18,0.260203763761007,0
"1557",18,0.292825123868768,1
"1558",20,0.270334231245449,1
"1559",22,0.21138942132572,0
"1560",23,0.21815885581281,1
"1561",20,0.249898509659149,0
"1562",18,0.276007478258077,1
"1563",19,0.216160348081729,0
"1564",17,0.302985057293617,1
"1565",19,0.270246093961238,1
"1566",22,0.233200595495956,1
"1567",19,0.280055684373808,1
"1568",23,0.20466298427273,0
"1569",19,0.250838922651137,0
"1570",18,0.263561155078373,0
"1571",21,0.217155290233681,0
"1572",22,0.246928642004724,1
"1573",16,0.273599472198505,0
"1574",21,0.205518781253883,0
"1575",22,0.226320992925765,1
"1576",19,0.261588223746956,0
"1577",18,0.274649505391339,0
"1578",23,0.219478809740829,1
"1579",20,0.251388242434535,1
"1580",18,0.244617915556185,0
"1581",20,0.254927843898808,1
"1582",17,0.279937666557207,0
"1583",21,0.232155174908375,0
"1584",20,0.233695172747473,0
"1585",21,0.227554790831129,0
"1586",19,0.305904996024928,1
"1587",18,0.289376637806835,1
"1588",19,0.246352885578697,0
"1589",20,0.232283558564172,0
"1590",21,0.194432148889078,0
"1591",19,0.248226477875466,0
"1592",22,0.239995112623361,1
"1593",20,0.252371436946451,1
"1594",21,0.231071560625163,0
"1595",18,0.257084823720763,0
"1596",22,0.248066005571125,1
"1597",23,0.241075958058234,1
"1598",21,0.2320703247379,0
"1599",20,0.241454391403854,0
"1600",22,0.270729418050113,1
"1601",23,0.207552762034025,0
"1602",21,0.263862362787348,1
"1603",23,0.246711400733149,1
"1604",18,0.272636305811297,0
"1605",20,0.257285110548032,1
"1606",21,0.222455954486357,0
"1607",21,0.262770914821574,1
"1608",19,0.232674042617973,0
"1609",18,0.262164061729869,0
"1610",25,0.183279356919222,0
"1611",21,0.237839563635856,1
"1612",19,0.274729031719948,1
"1613",22,0.251923598534057,1
"1614",21,0.285047286122551,1
"1615",21,0.244303117524109,1
"1616",22,0.223400838416414,0
"1617",17,0.273075799595256,0
"1618",19,0.300405797144239,1
"1619",20,0.250983982442442,1
"1620",20,0.24310295226288,0
"1621",22,0.183468679995914,0
"1622",15,0.297274157754105,0
"1623",21,0.260114171313654,1
"1624",19,0.240397898436384,0
"1625",21,0.238565614619791,1
"1626",18,0.282164950710833,1
"1627",19,0.259509369432766,0
"1628",22,0.222384750295749,0
"1629",17,0.277876355134116,0
"1630",17,0.23190577918925,0
"1631",18,0.267790447237677,0
"1632",18,0.262134625913521,0
"1633",19,0.247232827369558,0
"1634",20,0.275728914825475,1
"1635",21,0.210121033532381,0
"1636",18,0.252518382816333,0
"1637",17,0.300437566632735,1
"1638",22,0.237640905600747,1
"1639",21,0.220452652694569,0
"1640",20,0.280082550178768,1
"1641",23,0.248083027916391,1
"1642",19,0.265885464926564,1
"1643",20,0.2450022168757,0
"1644",21,0.221220320774302,0
"1645",21,0.245913373520674,1
"1646",20,0.247644171073489,0
"1647",23,0.201703038147875,0
"1648",21,0.215527423923591,0
"1649",22,0.205228747681312,0
"1650",23,0.194491065412433,0
"1651",20,0.254926452177625,1
"1652",21,0.239337255142701,1
"1653",18,0.274767809046476,0
"1654",19,0.263478788997818,1
"1655",19,0.199946085961405,0
"1656",20,0.224453583139713,0
"1657",17,0.259470262712016,0
"1658",21,0.257708587847933,1
"1659",22,0.228822121370269,1
"1660",20,0.266270000949358,1
"1661",20,0.258139143524077,1
"1662",20,0.249829176992986,0
"1663",23,0.227251798483927,1
"1664",20,0.288509089477474,1
"1665",23,0.254356345311942,1
"1666",26,0.199131460071714,1
"1667",20,0.214496772324516,0
"1668",20,0.235070139255192,0
"1669",25,0.21412288608105,1
"1670",16,0.287941805132653,0
"1671",21,0.235550772225183,0
"1672",20,0.229616111227332,0
"1673",17,0.276097963748397,0
"1674",18,0.274281800461426,0
"1675",18,0.270525820648572,0
"1676",17,0.285834537938071,0
"1677",20,0.254151931521371,1
"1678",22,0.219686946427102,0
"1679",18,0.283949395457911,1
"1680",22,0.208906301200437,0
"1681",19,0.223307717862322,0
"1682",20,0.264009672042746,1
"1683",15,0.32703894103702,1
"1684",20,0.265370569479439,1
"1685",17,0.266892618852791,0
"1686",24,0.201752474477562,1
"1687",21,0.238304261754583,1
"1688",18,0.237832812505631,0
"1689",18,0.247711368101297,0
"1690",21,0.232745355276339,0
"1691",19,0.295471963037082,1
"1692",22,0.221335686243469,0
"1693",18,0.238671967726824,0
"1694",23,0.231561273663935,1
"1695",19,0.25164045001206,0
"1696",22,0.208693189890222,0
"1697",21,0.249954136147455,1
"1698",18,0.277966117158024,1
"1699",24,0.204376823221291,1
"1700",21,0.229862543149327,0
"1701",18,0.291027444494078,1
"1702",20,0.287124796847238,1
"1703",17,0.271550382416421,0
"1704",21,0.281745716903473,1
"1705",23,0.202314080338756,0
"1706",22,0.221240775729143,0
"1707",19,0.29960216652366,1
"1708",19,0.285620341529549,1
"1709",22,0.24266723108989,1
"1710",21,0.233817892414718,0
"1711",20,0.275568253806486,1
"1712",18,0.301569768680126,1
"1713",21,0.24705248075205,1
"1714",19,0.252759729491317,0
"1715",19,0.232431802825605,0
"1716",18,0.26422592789849,0
"1717",19,0.252896952712172,0
"1718",17,0.29805677323011,1
"1719",19,0.265242575247759,1
"1720",23,0.237846348195113,1
"1721",18,0.267690209781574,0
"1722",19,0.222326153228909,0
"1723",24,0.205182215344916,1
"1724",19,0.258723014043608,0
"1725",22,0.203047016158142,0
"1726",20,0.290399920295529,1
"1727",20,0.257431411554134,1
"1728",20,0.261479334221955,1
"1729",17,0.260541338306561,0
"1730",23,0.214363098802485,1
"1731",25,0.190548162337736,1
"1732",22,0.227817400684324,1
"1733",21,0.25697912370762,1
"1734",20,0.241349070426023,0
"1735",17,0.266969900808684,0
"1736",20,0.249980502418507,0
"1737",20,0.266488844114324,1
"1738",18,0.273614566140021,0
"1739",23,0.209537476017826,0
"1740",18,0.280385715659547,1
"1741",20,0.267454008765633,1
"1742",18,0.28376213991957,1
"1743",17,0.263191561822357,0
"1744",20,0.262662074020533,1
"1745",22,0.173073012293325,0
"1746",17,0.280437658518157,0
"1747",21,0.216265158323289,0
"1748",18,0.235619353371971,0
"1749",20,0.258220616568612,1
"1750",21,0.239895989497621,1
"1751",21,0.255580865885188,1
"1752",20,0.252888350048776,1
"1753",23,0.215672132361458,1
"1754",19,0.255127946645522,0
"1755",21,0.231747857035843,0
"1756",19,0.249236994344816,0
"1757",21,0.235683524005114,0
"1758",17,0.29685544301905,1
"1759",21,0.240110107414294,1
"1760",22,0.225227378046457,1
"1761",23,0.210576807939377,0
"1762",20,0.246154568850053,0
"1763",21,0.250124309665287,1
"1764",20,0.296254569188976,1
"1765",19,0.284047566516861,1
"1766",21,0.240028063319121,1
"1767",22,0.245684745994691,1
"1768",21,0.187847141603581,0
"1769",17,0.270492889702147,0
"1770",18,0.263438799982847,0
"1771",21,0.236395858407731,0
"1772",22,0.243473836865442,1
"1773",19,0.271996189619532,1
"1774",20,0.223798166907286,0
"1775",21,0.256808885526922,1
"1776",21,0.226910016763098,0
"1777",22,0.1906459908873,0
"1778",21,0.217633110123481,0
"1779",21,0.238571918140318,1
"1780",19,0.234445244417718,0
"1781",18,0.259854208440527,0
"1782",20,0.280952824288002,1
"1783",22,0.208077054501828,0
"1784",23,0.237327913121698,1
"1785",20,0.213899834521769,0
"1786",22,0.273861802096876,1
"1787",26,0.207374187030504,1
"1788",23,0.242388318529168,1
"1789",18,0.267415366464242,0
"1790",20,0.291654322644043,1
"1791",24,0.209565472083399,1
"1792",23,0.229558352171376,1
"1793",20,0.23093068432512,0
"1794",23,0.209614266092058,0
"1795",20,0.242283740442586,0
"1796",20,0.225450008992122,0
"1797",19,0.28460887274611,1
"1798",20,0.238854487578184,0
"1799",24,0.185064744365093,0
"1800",16,0.276847067082036,0
"1801",21,0.260638660444864,1
"1802",23,0.20813067722354,0
"1803",20,0.251992381962804,1
"1804",16,0.29904907114915,0
"1805",16,0.282386968262918,0
"1806",20,0.261297661770856,1
"1807",18,0.268657269437235,0
"1808",19,0.26589139382278,1
"1809",19,0.257958611093256,0
"1810",19,0.26481830636734,1
